aqsid,param,dur,year,rows,source_file
480291091,88502,1,2024,7932,TCEQ_PM2.5TEOM_2016-2025.txt
480911088,88502,1,2019,2153,TCEQ_PM2.5TEOM_2016-2025.txt
480911088,88502,1,2020,8649,TCEQ_PM2.5TEOM_2016-2025.txt
480911088,88502,1,2021,7978,TCEQ_PM2.5TEOM_2016-2025.txt
480911088,88502,1,2022,8660,TCEQ_PM2.5TEOM_2016-2025.txt
480911088,88502,1,2023,8503,TCEQ_PM2.5TEOM_2016-2025.txt
480911088,88502,1,2024,6814,TCEQ_PM2.5TEOM_2016-2025.txt
483550083,43202,1,2016,7357,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43202,1,2017,7473,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43202,1,2018,7399,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43202,1,2019,7280,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43202,1,2020,7072,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43202,1,2021,7170,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43202,1,2022,7371,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43202,1,2023,6955,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43202,1,2024,7553,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43202,1,2025,7480,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43203,1,2016,7357,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43203,1,2017,7473,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43203,1,2018,7399,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43203,1,2019,7359,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43203,1,2020,7070,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43203,1,2021,7170,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43203,1,2022,7371,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43203,1,2023,6955,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43203,1,2024,7553,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43203,1,2025,7480,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43204,1,2016,7358,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43204,1,2017,7473,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43204,1,2018,7399,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43204,1,2019,7359,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43204,1,2020,7072,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43204,1,2021,7170,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43204,1,2022,7431,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43204,1,2023,6955,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43204,1,2024,7619,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43204,1,2025,7480,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43205,1,2016,7358,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43205,1,2017,7337,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43205,1,2018,7399,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43205,1,2019,7317,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43205,1,2020,6992,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43205,1,2021,7170,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43205,1,2022,7431,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43205,1,2023,6955,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43205,1,2024,7619,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43205,1,2025,7480,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43206,1,2016,7248,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43206,1,2017,7447,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43206,1,2018,7385,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43206,1,2019,5403,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43206,1,2020,6531,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43206,1,2021,1301,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43206,1,2022,4011,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43206,1,2023,3099,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43206,1,2024,1871,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43206,1,2025,1480,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43212,1,2016,7358,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43212,1,2017,7473,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43212,1,2018,7399,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43212,1,2019,7317,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43212,1,2020,6992,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43212,1,2021,7165,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43212,1,2022,7431,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43212,1,2023,6955,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43212,1,2024,7619,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43212,1,2025,7480,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43214,1,2016,7358,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43214,1,2017,7473,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43214,1,2018,7399,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43214,1,2019,7317,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43214,1,2020,6992,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43214,1,2021,7170,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43214,1,2022,7431,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43214,1,2023,6955,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43214,1,2024,7616,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43214,1,2025,7480,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43216,1,2016,7358,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43216,1,2017,7268,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43216,1,2018,7399,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43216,1,2019,7359,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43216,1,2020,7072,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43216,1,2021,7170,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43216,1,2022,7431,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43216,1,2023,6955,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43216,1,2024,7619,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43216,1,2025,7480,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43217,1,2016,7358,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43217,1,2017,7268,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43217,1,2018,7399,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43217,1,2019,7359,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43217,1,2020,7072,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43217,1,2021,7170,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43217,1,2022,7431,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43217,1,2023,6955,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43217,1,2024,7619,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43217,1,2025,7480,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43218,1,2016,7170,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43218,1,2017,6501,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43218,1,2018,7399,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43218,1,2019,7359,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43218,1,2020,6956,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43218,1,2021,7170,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43218,1,2022,7431,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43218,1,2023,6955,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43218,1,2024,7619,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43218,1,2025,7400,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43220,1,2016,7358,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43220,1,2017,6805,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43220,1,2018,7399,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43220,1,2019,7359,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43220,1,2020,7072,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43220,1,2021,7170,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43220,1,2022,7431,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43220,1,2023,6955,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43220,1,2024,7619,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43220,1,2025,7480,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43221,1,2016,7358,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43221,1,2017,6799,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43221,1,2018,7358,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43221,1,2019,7359,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43221,1,2020,7072,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43221,1,2021,7170,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43221,1,2022,7431,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43221,1,2023,6955,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43221,1,2024,7619,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43221,1,2025,7480,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43224,1,2016,7358,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43224,1,2017,7268,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43224,1,2018,7399,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43224,1,2019,7359,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43224,1,2020,6417,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43224,1,2021,7170,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43224,1,2022,7431,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43224,1,2023,6955,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43224,1,2024,7619,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43224,1,2025,7400,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43226,1,2016,7358,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43226,1,2017,7268,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43226,1,2018,7399,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43226,1,2019,7359,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43226,1,2020,6956,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43226,1,2021,7170,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43226,1,2022,7431,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43226,1,2023,6955,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43226,1,2024,7619,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43226,1,2025,7400,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43227,1,2016,7358,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43227,1,2017,7268,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43227,1,2018,7399,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43227,1,2019,7359,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43227,1,2020,6417,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43227,1,2021,7170,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43227,1,2022,7431,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43227,1,2023,6955,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43227,1,2024,7619,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43227,1,2025,7400,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43231,1,2017,6855,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43231,1,2018,7342,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43231,1,2019,7357,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43231,1,2020,7129,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43231,1,2021,7178,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43231,1,2022,7429,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43231,1,2023,7601,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43231,1,2024,7600,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43231,1,2025,7462,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43232,1,2016,7417,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43232,1,2017,7473,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43232,1,2018,7398,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43232,1,2019,7357,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43232,1,2020,7129,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43232,1,2021,7178,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43232,1,2022,7429,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43232,1,2023,7601,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43232,1,2024,7600,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43232,1,2025,7461,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43233,1,2016,7417,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43233,1,2017,7473,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43233,1,2018,7398,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43233,1,2019,7357,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43233,1,2020,7129,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43233,1,2021,7178,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43233,1,2022,7429,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43233,1,2023,7601,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43233,1,2024,7600,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43233,1,2025,7462,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43235,1,2016,7417,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43235,1,2017,7473,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43235,1,2018,7398,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43235,1,2019,7357,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43235,1,2020,7129,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43235,1,2021,7178,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43235,1,2022,7429,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43235,1,2023,7601,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43235,1,2024,7600,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43235,1,2025,7462,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43238,1,2016,7417,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43238,1,2017,7473,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43238,1,2018,7398,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43238,1,2019,7357,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43238,1,2020,7129,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43238,1,2021,7178,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43238,1,2022,7429,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43238,1,2023,7601,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43238,1,2024,7543,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43238,1,2025,7462,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43242,1,2016,7358,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43242,1,2017,6594,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43242,1,2018,7358,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43242,1,2019,7359,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43242,1,2020,7013,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43242,1,2021,7170,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43242,1,2022,7431,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43242,1,2023,6955,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43242,1,2024,7619,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43242,1,2025,7480,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43243,1,2016,7358,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43243,1,2017,7161,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43243,1,2018,7399,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43243,1,2019,7359,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43243,1,2020,5721,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43243,1,2021,7170,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43243,1,2022,7427,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43243,1,2023,6955,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43243,1,2024,7619,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43243,1,2025,7480,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43244,1,2016,7358,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43244,1,2017,7268,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43244,1,2018,7399,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43244,1,2019,7359,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43244,1,2020,5721,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43244,1,2021,7170,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43244,1,2022,7431,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43244,1,2023,6955,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43244,1,2024,7619,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43244,1,2025,7400,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43247,1,2016,6139,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43247,1,2017,6158,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43247,1,2018,6766,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43247,1,2019,7345,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43247,1,2020,7094,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43247,1,2021,7168,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43247,1,2022,7429,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43247,1,2023,7601,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43247,1,2024,7600,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43247,1,2025,7462,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43248,1,2016,7417,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43248,1,2017,7473,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43248,1,2018,7398,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43248,1,2019,7357,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43248,1,2020,7129,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43248,1,2021,7178,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43248,1,2022,7429,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43248,1,2023,7601,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43248,1,2024,7600,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43248,1,2025,7462,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43249,1,2016,7417,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43249,1,2017,7473,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43249,1,2018,7398,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43249,1,2019,7357,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43249,1,2020,7128,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43249,1,2021,7178,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43249,1,2022,7429,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43249,1,2023,7601,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43249,1,2024,7600,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43249,1,2025,7462,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43250,1,2016,7417,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43250,1,2017,7473,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43250,1,2018,6737,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43250,1,2019,7357,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43250,1,2020,7129,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43250,1,2021,7178,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43250,1,2022,7429,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43250,1,2023,7601,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43250,1,2024,7600,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43250,1,2025,7462,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43252,1,2016,7417,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43252,1,2017,7473,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43252,1,2018,7398,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43252,1,2019,7357,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43252,1,2020,7129,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43252,1,2021,7178,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43252,1,2022,7429,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43252,1,2023,7601,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43252,1,2024,7600,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
483550083,43252,1,2025,7462,TCEQ_VOCsAutoGC_2016-2025_CCPalmNueces.txt
